case_title,subject,reason,type,location,neighborhood,location_street_name,location_zipcode,latitude,longitude
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,67 Sierra Rd  Hyde Park  MA  02136,Hyde Park,67 Sierra Rd,2136.0,42.2373,-71.1269
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,400 Brookline Ave  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,400 Brookline Ave,2115.0,42.3386,-71.1072
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INTERSECTION of Centre St & Belgrade Ave  West Roxbury  MA  ,West Roxbury,INTERSECTION Centre St & Belgrade Ave,,42.3594,-71.0587
Sidewalk Cover / Manhole,Boston Water & Sewer Commission,Sidewalk Cover / Manhole,Sidewalk Cover / Manhole,INTERSECTION of Centre St & Oakview Ter  Jamaica Plain  MA  ,Jamaica Plain,INTERSECTION Centre St & Oakview Ter,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,14 Cumberland St  Boston  MA  02115,Back Bay,14 Cumberland St,2115.0,42.3437,-71.0819
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,4 Melbourne St  Dorchester  MA  02124,Dorchester,4 Melbourne St,2124.0,42.2915,-71.0659
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,400 Brookline Ave  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,400 Brookline Ave,2115.0,42.3386,-71.1072
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,1190 Adams St  Dorchester  MA  02124,Dorchester,1190 Adams St,2124.0,42.2719,-71.0661
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INTERSECTION of Canterbury St & Hyde Park Ave  Roslindale  MA  ,Roslindale,INTERSECTION Canterbury St & Hyde Park Ave,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,1 South Point Dr  Dorchester  MA  02125,Dorchester,1 South Point Dr,2125.0,42.3174,-71.0397
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,29 Whipple Ave  Roslindale  MA  02131,Roslindale,29 Whipple Ave,2131.0,42.2911,-71.1214
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,671 E Eighth St  South Boston  MA  02127,South Boston / South Boston Waterfront,671 E Eighth St,2127.0,42.3313,-71.0344
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,20 Appleton St  Boston  MA  02116,South End,20 Appleton St,2116.0,42.3459,-71.0713
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,438 River St  Mattapan  MA  02126,Greater Mattapan,438 River St,2126.0,42.269,-71.0915
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,30 Edgerly Rd  Boston  MA  02115,Back Bay,30 Edgerly Rd,2115.0,42.3456,-71.0877
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,INTERSECTION of Parmenter St & Bartlett Pl  Boston  MA  ,Downtown / Financial District,INTERSECTION Parmenter St & Bartlett Pl,,42.3594,-71.0587
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,15 Sleeper St  Boston  MA  02210,South Boston / South Boston Waterfront,15 Sleeper St,2210.0,42.3518,-71.0492
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,15 Sleeper St  Boston  MA  02210,South Boston / South Boston Waterfront,15 Sleeper St,2210.0,42.3518,-71.0492
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,21-23 Beacon St  Boston  MA  02108,Downtown / Financial District,21-23 Beacon St,2108.0,42.3582,-71.0624
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,25 Dwight St  Roxbury  MA  02118,South End,25 Dwight St,2118.0,42.3443,-71.0685
Rooftop & Mechanical Disturbances,Mayor's 24 Hour Hotline,Air Pollution Control,Rooftop & Mechanical Disturbances,38 Beacon St  Boston  MA  02108,Boston,38 Beacon St,2108.0,42.3559,-71.0657
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,INTERSECTION of Washington St & Cornell St  Roslindale  MA  ,Roslindale,INTERSECTION Washington St & Cornell St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,1126 Boylston St  Boston  MA  02215,Boston,1126 Boylston St,2215.0,42.3467,-71.0889
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Hanson St & Shawmut Ave  Roxbury  MA  ,South End,INTERSECTION Hanson St & Shawmut Ave,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,627 Tremont St  Roxbury  MA  02118,South End,627 Tremont St,2118.0,42.3426,-71.0747
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Sullivan Sq & Rutherford Ave  Charlestown  MA  ,Charlestown,INTERSECTION Sullivan Sq & Rutherford Ave,,42.3594,-71.0587
General Request,Boston Water & Sewer Commission,Administrative & General Requests,BWSC General Request,17 Hautevale St  Roslindale  MA  02131,Roslindale,17 Hautevale St,2131.0,42.2738,-71.1315
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,15 Bruce St  Dorchester  MA  02124,Dorchester,15 Bruce St,2124.0,42.288,-71.0597
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INTERSECTION of Allen's Aly & Lagrange St  Boston  MA  ,Downtown / Financial District,INTERSECTION Allen's Aly & Lagrange St,,42.3594,-71.0587
Contractor Complaints,Public Works Department,Highway Maintenance,Contractor Complaints,INTERSECTION of Prince St & Causeway St  Boston  MA  ,Downtown / Financial District,INTERSECTION Prince St & Causeway St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,283 Dudley St  Roxbury  MA  02119,Roxbury,283 Dudley St,2119.0,42.3282,-71.0786
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,282-286 Dudley St  Roxbury  MA  02119,Roxbury,282-286 Dudley St,2119.0,42.3284,-71.0784
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,156 Dewitt Dr  Mission Hill  MA  02120,Mission Hill,156 Dewitt Dr,2120.0,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,25 Moultrie St  Dorchester  MA  02124,Dorchester,25 Moultrie St,2124.0,42.2917,-71.0695
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,132 W Newton St  Roxbury  MA  02118,South End,132 W Newton St,2118.0,42.3419,-71.0774
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,35 Putnam St  East Boston  MA  02128,East Boston,35 Putnam St,2128.0,42.3816,-71.0337
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,31 Pleasant St  Charlestown  MA  02129,Charlestown,31 Pleasant St,2129.0,42.3749,-71.0623
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Ruskindale Rd & Rosebery Rd  Mattapan  MA  ,Hyde Park,INTERSECTION Ruskindale Rd & Rosebery Rd,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,213-215 Florence St  Roslindale  MA  02131,Roslindale,213-215 Florence St,2131.0,42.286,-71.1203
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,135 Clarendon St  Boston  MA  02116,Boston,135 Clarendon St,2116.0,42.3488,-71.074
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,166 Terrace St  Mission Hill  MA  02120,Mission Hill,166 Terrace St,2120.0,42.3266,-71.0986
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,14 Hazelwood St  Roxbury  MA  02119,Roxbury,14 Hazelwood St,2119.0,42.3173,-71.0833
Contractor Complaints,Public Works Department,Highway Maintenance,Contractor Complaints,57 Pershing Rd  Jamaica Plain  MA  02130,Jamaica Plain,57 Pershing Rd,2130.0,42.3193,-71.1149
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,480 Commercial St  Boston  MA  02109,Downtown / Financial District,480 Commercial St,2109.0,42.3677,-71.0542
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,140 Woodley Ave  West Roxbury  MA  02132,West Roxbury,140 Woodley Ave,2132.0,42.2619,-71.1508
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,292 Marginal St  East Boston  MA  02128,East Boston,292 Marginal St,2128.0,42.3641,-71.0307
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Massachusetts Ave & Commonwealth Ave  Boston  MA  ,Back Bay,INTERSECTION Massachusetts Ave & Commonwealth Ave,,42.3594,-71.0587
General Lighting Request///printed BK,Public Works Department,Street Lights,General Lighting Request,1 Symphony Rd  Boston  MA  02115,Boston,1 Symphony Rd,2115.0,42.3428,-71.0868
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,16 Akron St  Roxbury  MA  02119,Roxbury,16 Akron St,2119.0,42.3261,-71.0858
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,1611 Tremont St  Mission Hill  MA  02120,Mission Hill,1611 Tremont St,2120.0,42.3338,-71.1029
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,35 Putnam St  East Boston  MA  02128,East Boston,35 Putnam St,2128.0,42.3816,-71.0337
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Devonshire St & Water St  Boston  MA  ,Downtown / Financial District,INTERSECTION Devonshire St & Water St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,1126 Boylston St  Boston  MA  02215,Boston,1126 Boylston St,2215.0,42.3467,-71.0889
Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,INTERSECTION of Prince St & Causeway St  Boston  MA  ,Downtown / Financial District,INTERSECTION Prince St & Causeway St,,42.3594,-71.0587
Rooftop & Mechanical Disturbances,Mayor's 24 Hour Hotline,Air Pollution Control,Rooftop & Mechanical Disturbances,180 Glenway St  Dorchester  MA  02121,Dorchester,180 Glenway St,2121.0,42.297,-71.0802
Rooftop & Mechanical Disturbances,Mayor's 24 Hour Hotline,Air Pollution Control,Rooftop & Mechanical Disturbances,113 Morton St  Jamaica Plain  MA  02130,Jamaica Plain,113 Morton St,2130.0,42.2999,-71.1073
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,14 Hazelwood St  Roxbury  MA  02119,Roxbury,14 Hazelwood St,2119.0,42.3173,-71.0833
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,105 Peterborough St  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,105 Peterborough St,2215.0,42.3432,-71.0998
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Jamaicaway Ct & Lakeville Rd  Jamaica Plain  MA  ,Jamaica Plain,INTERSECTION Jamaicaway Ct & Lakeville Rd,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Preble St & Vinton St  South Boston  MA  ,South Boston / South Boston Waterfront,INTERSECTION Preble St & Vinton St,,42.3594,-71.0587
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,INTERSECTION of Irving St & Cambridge St  Boston  MA  ,Beacon Hill,INTERSECTION Irving St & Cambridge St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Kneeland St & Lincoln St  Boston  MA  ,Downtown / Financial District,INTERSECTION Kneeland St & Lincoln St,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,178 Kneeland St  Boston  MA  02111,Boston,178 Kneeland St,2111.0,42.3499,-71.0578
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,716 E Third St  South Boston  MA  02127,South Boston / South Boston Waterfront,716 E Third St,2127.0,42.3367,-71.031
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,26 Barry St  Dorchester  MA  02125,Dorchester,26 Barry St,2125.0,42.3089,-71.0678
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,59 Neponset Ave  Dorchester  MA  02122,Dorchester,59 Neponset Ave  Dorchester  MA  02122,2122.0,42.2957,-71.0545
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,1061 Saratoga St  East Boston  MA  02128,East Boston,1061 Saratoga St  East Boston  MA  02128,2128.0,42.3855,-71.0042
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,51 Pleasant St  Charlestown  MA  02129,Charlestown,51 Pleasant St  Charlestown  MA  02129,2129.0,42.3757,-71.0619
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,3 Appleton St  Boston  MA  02116,Boston,3 Appleton St  Boston  MA  02116,2116.0,42.3467,-71.0697
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,72 Safford St  Hyde Park  MA  02136,Hyde Park,72 Safford St  Hyde Park  MA  02136,2136.0,42.2665,-71.1152
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,8 Winter St  Boston  MA  02111,Boston,8 Winter St  Boston  MA  02111,2111.0,42.3594,-71.0587
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,827 Boylston St  Boston  MA  02116,Back Bay,827 Boylston St  Boston  MA  02116,2116.0,42.349,-71.0826
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,INTERSECTION of Old Colony Ave & Dorchester St  South Boston  MA  ,South Boston / South Boston Waterfront,INTERSECTION of Old Colony Ave & Dorchester St  South Boston  MA  ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,254 Washington St  Brighton  MA  02135,Allston / Brighton,254 Washington St  Brighton  MA  02135,2135.0,42.3479,-71.1497
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,3-3H Baldwin Pl  Boston  MA  02113,Downtown / Financial District,3-3H Baldwin Pl  Boston  MA  02113,2113.0,42.3648,-71.0557
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,INTERSECTION of Chandler St & Columbus Ave  Boston  MA  ,South End,INTERSECTION of Chandler St & Columbus Ave  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,10 Ticknor St  South Boston  MA  02127,South Boston / South Boston Waterfront,10 Ticknor St  South Boston  MA  02127,2127.0,42.3299,-71.0362
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Chisholm Rd & Poplar St  Roslindale  MA  ,Roslindale,INTERSECTION of Chisholm Rd & Poplar St  Roslindale  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of E Dedham St & Harrison Ave  Roxbury  MA  ,South End,INTERSECTION of E Dedham St & Harrison Ave  Roxbury  MA  ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,59 Neponset Ave  Dorchester  MA  02122,Dorchester,59 Neponset Ave  Dorchester  MA  02122,2122.0,42.2957,-71.0545
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,294-296 Washington St  Dorchester  MA  02121,Dorchester,294-296 Washington St  Dorchester  MA  02121,2121.0,42.3007,-71.0752
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,INTERSECTION of City Sq & Main St  Charlestown  MA  ,Charlestown,INTERSECTION of City Sq & Main St  Charlestown  MA  ,,42.3594,-71.0587
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,INTERSECTION of Symphony Rd & Hemenway St  Boston  MA  ,Fenway / Kenmore / Audubon Circle / Longwood,INTERSECTION of Symphony Rd & Hemenway St  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,7 I St  South Boston  MA  02127,South Boston / South Boston Waterfront,7 I St  South Boston  MA  02127,2127.0,42.3378,-71.0402
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,724 Washington St  Brighton  MA  02135,Allston / Brighton,724 Washington St  Brighton  MA  02135,2135.0,42.3531,-71.174
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,60 Alexander St  Dorchester  MA  02125,Roxbury,60 Alexander St  Dorchester  MA  02125,2125.0,42.3169,-71.0698
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,724 Washington St  Brighton  MA  02135,Allston / Brighton,724 Washington St  Brighton  MA  02135,2135.0,42.3531,-71.174
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,4 Dracut St  Dorchester  MA  02124,Dorchester,4 Dracut St  Dorchester  MA  02124,2124.0,42.2871,-71.0636
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,56 Stratton St  Dorchester  MA  02124,Greater Mattapan,56 Stratton St  Dorchester  MA  02124,2124.0,42.2897,-71.0873
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,56 Stratton St  Dorchester  MA  02124,Greater Mattapan,56 Stratton St  Dorchester  MA  02124,2124.0,42.2897,-71.0873
Traffic Signal Inspection,Transportation - Traffic Division,Signs & Signals,Traffic Signal Inspection,INTERSECTION of West St & Mason St  Boston  MA  ,Downtown / Financial District,INTERSECTION of West St & Mason St  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,314 Newbury St  Boston  MA  02115,Back Bay,314 Newbury St  Boston  MA  02115,2115.0,42.3486,-71.0853
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,36-44 Broad St  Boston  MA  02109,Downtown / Financial District,36-44 Broad St  Boston  MA  02109,2109.0,42.3584,-71.054
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,186 Harvard Ave  Allston  MA  02134,Allston / Brighton,186 Harvard Ave  Allston  MA  02134,2134.0,42.351,-71.1311
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Bakers Aly & Quincy Ct  Boston  MA  ,Downtown / Financial District,INTERSECTION of Bakers Aly & Quincy Ct  Boston  MA  ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,47 Sydney St  Dorchester  MA  02125,Dorchester,47 Sydney St  Dorchester  MA  02125,2125.0,42.3131,-71.0528
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,49 Robinson St  Dorchester  MA  02122,Dorchester,49 Robinson St  Dorchester  MA  02122,2122.0,42.3027,-71.063
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,INTERSECTION of Chandler St & Columbus Ave  Boston  MA  ,South End,INTERSECTION of Chandler St & Columbus Ave  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,64 Chandler St  Boston  MA  02116,South End,64 Chandler St  Boston  MA  02116,2116.0,42.3466,-71.0718
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,81 Phillips St  Boston  MA  02114,Beacon Hill,81 Phillips St  Boston  MA  02114,2114.0,42.3604,-71.0696
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,33 North Sq  Boston  MA  02113,Downtown / Financial District,33 North Sq  Boston  MA  02113,2113.0,42.3635,-71.0539
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,100 Saint Botolph St  Boston  MA  02115,Back Bay,100 Saint Botolph St  Boston  MA  02115,2115.0,42.3446,-71.0808
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,1 Cliffmont St  Roslindale  MA  02131,Roslindale,1 Cliffmont St  Roslindale  MA  02131,2131.0,42.2775,-71.1208
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,29 Wall St  Charlestown  MA  02129,Charlestown,29 Wall St  Charlestown  MA  02129,2129.0,42.3799,-71.0653
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,68 Beacon St  Allston  MA  02134,Allston,68 Beacon St  Allston  MA  02134,2134.0,42.3563,-71.0698
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,68 Beacon St  Boston  MA  02108,Beacon Hill,68 Beacon St  Boston  MA  02108,2108.0,42.3563,-71.0698
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,51 Speedwell St  Dorchester  MA  02122,Dorchester,51 Speedwell St  Dorchester  MA  02122,2122.0,42.3044,-71.0658
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,INTERSECTION of Charles St S & Fayette St  Boston  MA  ,Downtown / Financial District,INTERSECTION of Charles St S & Fayette St  Boston  MA  ,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,62 Rutland St  Roxbury  MA  02118,Roxbury,62 Rutland St  Roxbury  MA  02118,2118.0,42.3401,-71.0766
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,81 Wenham St  Jamaica Plain  MA  02130,Jamaica Plain,81 Wenham St  Jamaica Plain  MA  02130,2130.0,42.2977,-71.1135
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,30 Rowes Whf  Boston  MA  02110,Boston,30 Rowes Whf  Boston  MA  02110,2110.0,42.3567,-71.0503
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,42 Highcrest Ter  Roslindale  MA  02131,Roslindale,42 Highcrest Ter  Roslindale  MA  02131,2131.0,42.274,-71.137
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,419 Geneva Ave  Dorchester  MA  02124,Dorchester,419 Geneva Ave  Dorchester  MA  02124,2124.0,42.3006,-71.0671
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,228-230 Centre St  Dorchester  MA  02124,Dorchester,228-230 Centre St  Dorchester  MA  02124,2124.0,42.2936,-71.0638
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Blossom St & Emerson Pl  Boston  MA  ,Back Bay,INTERSECTION of Blossom St & Emerson Pl  Boston  MA  ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,115 Grove St  West Roxbury  MA  02132,West Roxbury,115 Grove St  West Roxbury  MA  02132,2132.0,42.2654,-71.1596
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,499 Cummins Hwy  Hyde Park  MA  02136,Hyde Park,499 Cummins Hwy  Hyde Park  MA  02136,2136.0,42.275,-71.1106
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,37 S Munroe Ter  Dorchester  MA  02122,Dorchester,37 S Munroe Ter  Dorchester  MA  02122,2122.0,42.2921,-71.0528
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,37 S Munroe Ter  Dorchester  MA  02122,Dorchester,37 S Munroe Ter  Dorchester  MA  02122,2122.0,42.2921,-71.0528
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,51 Pleasant St  Charlestown  MA  02129,Charlestown,51 Pleasant St  Charlestown  MA  02129,2129.0,42.3757,-71.0619
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,47 Sargent St  Dorchester  MA  02125,Dorchester,47 Sargent St  Dorchester  MA  02125,2125.0,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Dresser St & E St  South Boston  MA  ,South Boston / South Boston Waterfront,INTERSECTION of Dresser St & E St  South Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,160 Leyden St  East Boston  MA  02128,East Boston,160 Leyden St  East Boston  MA  02128,2128.0,42.3891,-71.0057
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,160 Leyden St  East Boston  MA  02128,East Boston,160 Leyden St  East Boston  MA  02128,2128.0,42.3891,-71.0057
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,35 Lomasney Way  Boston  MA  02114,Boston,35 Lomasney Way  Boston  MA  02114,2114.0,42.3653,-71.0647
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Brainerd Rd & Redford St  Allston  MA  ,Allston / Brighton,INTERSECTION of Brainerd Rd & Redford St  Allston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Margaret St & Prince St  Boston  MA  ,Downtown / Financial District,INTERSECTION of Margaret St & Prince St  Boston  MA  ,,42.3594,-71.0587
